2011-02-01,0.13,0.000108333
2011-03-01,0.10,8.33333E-05
2011-04-01,0.06,0.00005
2011-05-01,0.04,3.33333E-05
2011-06-01,0.04,3.33333E-05
2011-07-01,0.04,3.33333E-05
2011-08-01,0.02,1.66667E-05
2011-09-01,0.01,8.33333E-06
2011-10-01,0.02,1.66667E-05
2011-11-01,0.01,8.33333E-06
2011-12-01,0.01,8.33333E-06
2012-01-01,0.03,0.000025
2012-02-01,0.09,0.000075
2012-03-01,0.08,6.66667E-05
2012-04-01,0.08,6.66667E-05
2012-05-01,0.09,0.000075
2012-06-01,0.09,0.000075
2012-07-01,0.10,8.33333E-05
2012-08-01,0.10,8.33333E-05
2012-09-01,0.11,9.16667E-05
2012-10-01,0.10,8.33333E-05
2012-11-01,0.09,0.000075
2012-12-01,0.07,5.83333E-05
2013-01-01,0.07,5.83333E-05
2013-02-01,0.10,8.33333E-05
2013-03-01,0.09,0.000075
2013-04-01,0.06,0.00005
2013-05-01,0.04,3.33333E-05
2013-06-01,0.05,4.16667E-05
2013-07-01,0.04,3.33333E-05
2013-08-01,0.04,3.33333E-05
2013-09-01,0.02,1.66667E-05
2013-10-01,0.05,4.16667E-05
2013-11-01,0.07,5.83333E-05
